BOLA2,ENSG00000183336,GRCh38,chr16,29453593,29454964,hg19,29464914,29466285,0,0
BOLA2P3,ENSG00000220771,GRCh38,chr6,21602128,21602383,hg19,21602359,21602614,0,0
BRK1P2,ENSG00000227983,GRCh38,chr13,91023732,91023954,hg19,91675986,91676208,0,0
BSNDP1,ENSG00000275048,GRCh38,chr20,25783553,25783919,hg19,25764189,25764555,0,0
BSNDP3,ENSG00000277508,GRCh38,chr20,26071988,26072351,hg19,26052624,26052987,0,0
BTF3L4P1,ENSG00000232260,GRCh38,chr21,17518526,17518993,hg19,18890844,18891311,0,0
BTF3L4P2,ENSG00000213189,GRCh38,chr2,159003975,159004320,hg19,159860487,159860832,0,0
BTF3P13,ENSG00000227118,GRCh38,chr4,98740742,98741231,hg19,99661893,99662382,0,0
BTF3P5,ENSG00000233594,GRCh38,chr2,55435156,55435622,hg19,55662292,55662758,0,0
BUD31P2,ENSG00000229661,GRCh38,chrX,75201491,75201790,hg19,74421326,74421625,0,0
C18orf12,ENSG00000280197,GRCh38,chr18,48252301,48252837,hg19,45778672,45779208,0,0
C4A-AS1,ENSG00000233627,GRCh38,chr6,31999976,32003521,hg19,31967753,31971298,0,0
C4B-AS1,ENSG00000229776,GRCh38,chr6,32032713,32036258,hg19,32000490,32004035,0,0
CACYBPP3,ENSG00000219188,GRCh38,chr6,158515605,158516229,hg19,158936637,158937261,0,0
CALM2P2,ENSG00000229097,GRCh38,chr10,70163685,70164124,hg19,71923441,71923880,0,0
CBX3P6,ENSG00000228837,GRCh38,chr2,154940541,154941067,hg19,155797053,155797579,0,0
CBX5P1,ENSG00000241535,GRCh38,chr3,88095408,88095968,hg19,88144558,88145118,0,0
CCNB2P1,ENSG00000214998,GRCh38,chr7,7909300,7910449,hg19,7948931,7950080,0,0
CCND3P1,ENSG00000224473,GRCh38,chr10,30403197,30403776,hg19,30692126,30692705,0,0
CD24P2,ENSG00000261333,GRCh38,chr15,56071421,56071639,hg19,56363619,56363837,0,0
CDH12P1,ENSG00000254335,GRCh38,chr5,70860285,70860579,hg19,70156112,70156406,0,0
CDKN2AIPNLP3,ENSG00000224351,GRCh38,chr13,39817741,39818049,hg19,40391878,40392186,0,0
CDY12P,ENSG00000228850,GRCh38,chrY,22064698,22065712,hg19,24210845,24211859,0,0
CDY13P,ENSG00000224873,GRCh38,chrY,22520681,22521695,hg19,24666828,24667842,0,0
CDY14P,ENSG00000226873,GRCh38,chrY,23674379,23675392,hg19,25820526,25821539,0,0
CDY15P,ENSG00000223362,GRCh38,chrY,23855522,23857091,hg19,26001669,26003238,0,0
CDY17P,ENSG00000231375,GRCh38,chrY,24049878,24051487,hg19,26196025,26197634,0,0
CDY18P,ENSG00000232205,GRCh38,chrY,24104107,24106018,hg19,26250254,26252165,0,0
CDY19P,ENSG00000237823,GRCh38,chrY,25564122,25566033,hg19,27710269,27712180,0,0
CDY1,ENSG00000172288,GRCh38,chrY,25622162,25624902,hg19,27768309,27771049,0,0
CDY20P,ENSG00000225609,GRCh38,chrY,25618644,25620253,hg19,27764791,27766400,0,0
CDY22P,ENSG00000229343,GRCh38,chrY,25813013,25814566,hg19,27959160,27960713,0,0
CDY23P,ENSG00000231716,GRCh38,chrY,25994684,25995697,hg19,28140831,28141844,0,0
CDY3P,ENSG00000232235,GRCh38,chrY,9166085,9167702,hg19,9003694,9005311,0,0
CDY5P,ENSG00000226449,GRCh38,chrY,17721598,17723177,hg19,19833478,19835057,0,0
CDY6P,ENSG00000229138,GRCh38,chrY,17882099,17883708,hg19,19993979,19995588,0,0
CDY7P,ENSG00000237558,GRCh38,chrY,17951589,17953500,hg19,20063469,20065380,0,0
CDY8P,ENSG00000224033,GRCh38,chrY,18022299,18023908,hg19,20134179,20135788,0,0
CDY9P,ENSG00000232899,GRCh38,chrY,18182835,18184414,hg19,20344721,20346300,0,0
CECR9,ENSG00000231004,GRCh38,chr22,17329034,17329232,hg19,17809924,17810122,0,0
CENPVP1,ENSG00000223591,GRCh38,chrX,51710791,51712131,hg19,51453887,51455227,0,0
CENPVP3,ENSG00000224109,GRCh38,chrX,51618109,51618594,hg19,51360961,51361446,0,0
CHCHD2P5,ENSG00000223490,GRCh38,chr1,93921268,93921667,hg19,94386824,94387223,0,0
CHCHD4P4,ENSG00000213964,GRCh38,chr3,11234256,11234582,hg19,11275942,11276268,0,0
CHCHD4P5,ENSG00000225222,GRCh38,chr1,246178778,246179204,hg19,246342080,246342506,0,0
CHMP1AP1,ENSG00000226662,GRCh38,chr1,27686810,27687471,hg19,28013321,28013982,0,0
CICP1,ENSG00000233652,GRCh38,chrY,25388992,25391811,hg19,27535139,27537958,0,0
CICP2,ENSG00000233740,GRCh38,chrY,24278337,24281140,hg19,26424484,26427287,0,0
CKS1BP3,ENSG00000268942,GRCh38,chr5,62512246,62512482,hg19,61808073,61808309,0,0
CKS1BP7,ENSG00000254331,GRCh38,chr8,80644939,80645173,hg19,81557174,81557408,0,0
CLUHP1,ENSG00000238191,GRCh38,chrY,17621259,17625832,hg19,19733139,19737712,0,0
CLUHP2,ENSG00000228945,GRCh38,chrY,18280178,18284761,hg19,20442064,20446647,0,0
COX17P1,ENSG00000205105,GRCh38,chr13,46490930,46491121,hg19,47065065,47065256,0,0
COX4I1P1,ENSG00000258956,GRCh38,chr14,61831861,61832369,hg19,62298579,62299087,0,0
COX5BP1,ENSG00000248448,GRCh38,chr4,81919995,81920387,hg19,82841148,82841540,0,0
COX5BP3,ENSG00000235967,GRCh38,chr7,133727368,133727734,hg19,133412121,133412487,0,0
COX6B1P2,ENSG00000241788,GRCh38,chr17,48713730,48713959,hg19,46791092,46791321,0,0
COX6B1P3,ENSG00000172912,GRCh38,chr22,40569286,40569895,hg19,40965290,40965899,0,0
COX6CP12,ENSG00000234463,GRCh38,chrX,68645326,68645527,hg19,67865168,67865369,0,0
COX6CP14,ENSG00000239576,GRCh38,chr3,49758483,49758656,hg19,49795916,49796089,0,0
COX6CP15,ENSG00000228092,GRCh38,chr10,77433572,77433782,hg19,79193330,79193540,0,0
COX6CP18,ENSG00000236041,GRCh38,chr11,2771356,2771577,hg19,2792586,2792807,0,0
COX6CP3,ENSG00000266251,GRCh38,chr18,1176790,1177012,hg19,1176791,1177013,0,0
COX6CP6,ENSG00000240156,GRCh38,chr3,70751123,70751350,hg19,70800274,70800501,0,0
COX6CP7,ENSG00000268681,GRCh38,chr19,49502432,49502639,hg19,50005689,50005896,0,0
COX7A2P1,ENSG00000258626,GRCh38,chr14,67652300,67652614,hg19,68119017,68119331,0,0
CRIP1P1,ENSG00000233252,GRCh38,chr3,12673699,12673883,hg19,12715198,12715382,0,0
CRIP1P3,ENSG00000227109,GRCh38,chr1,202096759,202096978,hg19,202065887,202066106,0,0
CSNK1A1P3,ENSG00000250162,GRCh38,chr5,98833382,98833711,hg19,98169086,98169415,0,0
CSPG4P1Y,ENSG00000240450,GRCh38,chrY,25482908,25486705,hg19,27629055,27632852,0,0
CSPG4P2Y,ENSG00000244231,GRCh38,chrY,24183434,24187231,hg19,26329581,26333378,0,0
CSPG4P3Y,ENSG00000172342,GRCh38,chrY,24186509,24191870,hg19,26332656,26338017,0,0
CSPG4P4Y,ENSG00000172294,GRCh38,chrY,25478269,25483630,hg19,27624416,27629777,0,0
CT47A10,ENSG00000224089,GRCh38,chrX,120938701,120942023,hg19,120072555,120075877,0,0
CT47A12,ENSG00000226685,GRCh38,chrX,120930250,120932301,hg19,120064104,120066155,0,0
CT47A3,ENSG00000236126,GRCh38,chrX,120972746,120976068,hg19,120106600,120109922,0,0
CTAG1A,ENSG00000268651,GRCh38,chrX,154585143,154586821,hg19,153813407,153815080,0,0
CTAG1B,ENSG00000184033,GRCh38,chrX,154617604,154619282,hg19,153845860,153847533,0,0
CXorf51B,ENSG00000235699,GRCh38,chrX,146809784,146810409,hg19,145891302,145891927,0,0
CYCSP10,ENSG00000232901,GRCh38,chr3,10000647,10000940,hg19,10042331,10042624,0,0
CYCSP12,ENSG00000224263,GRCh38,chr3,11878830,11879129,hg19,11920304,11920603,0,0
CYCSP17,ENSG00000219627,GRCh38,chr6,95504182,95504496,hg19,95952058,95952372,0,0
CYCSP27,ENSG00000255444,GRCh38,chr11,74482250,74482542,hg19,74193295,74193587,0,0
CYCSP29,ENSG00000255379,GRCh38,chr11,108822333,108822650,hg19,108693060,108693377,0,0
CYCSP39,ENSG00000260690,GRCh38,chr16,25454339,25454647,hg19,25465660,25465968,0,0
CYCSP42,ENSG00000224524,GRCh38,chr21,15490530,15490767,hg19,16862849,16863086,0,0
CYCSP46,ENSG00000227949,GRCh38,chrY,14941547,14941750,hg19,17053427,17053630,0,0
CYCSP48,ENSG00000233843,GRCh38,chrY,26400611,26401230,hg19,28546758,28547377,0,0
CYCSP51,ENSG00000229357,GRCh38,chr1,150903896,150904213,hg19,150876372,150876689,0,0
CYCSP52,ENSG00000235700,GRCh38,chr1,157128362,157128671,hg19,157098154,157098463,0,0
CYCSP55,ENSG00000214810,GRCh38,chr6,34219439,34220066,hg19,34187216,34187843,0,0
CYCSP5,ENSG00000227735,GRCh38,chr1,244598391,244598687,hg19,244761693,244761989,0,0
CYCSP8,ENSG00000232503,GRCh38,chr2,130776646,130776957,hg19,131534219,131534530,0,0
CYP2C60P,ENSG00000260863,GRCh38,chr10,95009674,95009812,hg19,96769431,96769569,0,0
CYP2C61P,ENSG00000270648,GRCh38,chr10,64762883,64763172,hg19,66522640,66522929,0,0
CYP3A54P,ENSG00000261809,GRCh38,chr7,4511959,4512033,hg19,4551590,4551664,0,0
CYP46A4P,ENSG00000237180,GRCh38,chr1,48089368,48089634,hg19,48555040,48555306,0,0
CYP4A26P,ENSG00000259832,GRCh38,chr1,46967679,46967874,hg19,47433351,47433546,0,0
CYP4A27P,ENSG00000261593,GRCh38,chr1,47000898,47001087,hg19,47466570,47466759,0,0
CYP4A43P,ENSG00000261196,GRCh38,chr1,46994382,46994502,hg19,47460054,47460174,0,0
CYP4A44P,ENSG00000261290,GRCh38,chr1,47002995,47003148,hg19,47468667,47468820,0,0
CYP4F33P,ENSG00000259898,GRCh38,chr9,38542314,38542569,hg19,38542311,38542566,0,0
DBET,ENSG00000277162,GRCh38,chr4,190065233,190065914,hg19,190986388,190987069,0,0
DCAF13P3,ENSG00000259378,GRCh38,chr15,50944663,50945996,hg19,51236860,51238193,0,0
DDX18P5,ENSG00000255220,GRCh38,chr11,130295641,130296946,hg19,130165536,130166841,0,0
DDX26B-AS1,ENSG00000225235,GRCh38,chrX,135520083,135520674,hg19,134654008,134654599,0,0
DDX39BP1,ENSG00000233677,GRCh38,chr6,29906543,29906909,hg19,29874320,29874686,0,0
DDX3P2,ENSG00000230986,GRCh38,chrX,74133004,74133114,hg19,73352839,73352949,0,0
DDX43P3,ENSG00000230196,GRCh38,chr7,81610884,81611326,hg19,81240200,81240642,0,0
DEFA9P,ENSG00000233238,GRCh38,chr8,6959289,6960161,hg19,6816811,6817683,0,0
DEFB117,ENSG00000212717,GRCh38,chr20,31360790,31360930,hg19,29948593,29948733,0,0
DHFRP1,ENSG00000188985,GRCh38,chr18,26170726,26171284,hg19,23750690,23751248,0,0
DHFRP2,ENSG00000228432,GRCh38,chr6,31366352,31366898,hg19,31334129,31334675,0,0
DHRSX-IT1,ENSG00000223571,GRCh38,chrX,2334295,2336410,hg19,2252336,2254451,0,0
DNAJA1P6,ENSG00000228045,GRCh38,chr22,17518676,17519029,hg19,17997708,17998061,0,0
DNAJC19P4,ENSG00000225310,GRCh38,chr3,2985231,2985575,hg19,3026915,3027259,0,0
DNAJC19P9,ENSG00000258608,GRCh38,chr14,45290036,45290386,hg19,45759239,45759589,0,0
DNM1P24,ENSG00000242854,GRCh38,chrY,24179316,24183505,hg19,26325463,26329652,0,0
DNM1P38,ENSG00000259637,GRCh38,chr15,82531653,82534139,hg19,83200404,83202890,0,0
DNM1P48,ENSG00000239304,GRCh38,chrY,25486640,25487322,hg19,27632787,27633469,0,0
DPH3P2,ENSG00000237040,GRCh38,chrX,155875636,155875885,hg19,155105299,155105548,0,0
DPPA2P1,ENSG00000223915,GRCh38,chrY,13230884,13231439,hg19,15342765,15343320,0,0
DPPA2P2,ENSG00000224129,GRCh38,chr1,26519354,26520250,hg19,26845845,26846741,0,0
DPPA5P2,ENSG00000259427,GRCh38,chr15,45566776,45567074,hg19,45858974,45859272,0,0
DPRXP1,ENSG00000224323,GRCh38,chr2,186488624,186489083,hg19,187353351,187353810,0,0
DPRXP4,ENSG00000264743,GRCh38,chr17,30975387,30975954,hg19,29302405,29302972,0,0
DUSP8P3,ENSG00000215097,GRCh38,chr10,46774421,46776180,hg19,48173347,48175106,0,0
DUSP8P4,ENSG00000215065,GRCh38,chr10,47564256,47566016,hg19,48963182,48964942,0,0
DUTP2,ENSG00000254388,GRCh38,chr8,123352181,123352643,hg19,124364421,124364883,0,0
DUX4L14,ENSG00000276904,GRCh38,chr10,133756559,133757825,hg19,135493884,135495150,0,0
DUXAP1,ENSG00000259056,GRCh38,chr2,84750769,84751231,hg19,84977893,84978355,0,0
E2F6P4,ENSG00000231513,GRCh38,chrX,136097835,136098348,hg19,135179994,135180507,0,0
EBAG9P1,ENSG00000233690,GRCh38,chr10,99697407,99697949,hg19,101457164,101457706,0,0
EDDM3DP,ENSG00000258963,GRCh38,chr14,20734578,20735011,hg19,21202737,21203170,0,0
EEF1A1P39,ENSG00000230125,GRCh38,chr10,30301823,30302072,hg19,30590752,30591001,0,0
EEF1A1P41,ENSG00000223600,GRCh38,chrY,2995067,2995273,hg19,2863108,2863314,0,0
EEF1B2P7,ENSG00000213055,GRCh38,chr2,232729523,232730198,hg19,233594233,233594908,0,0
EEF1GP7,ENSG00000236290,GRCh38,chr1,52573114,52573816,hg19,53038786,53039488,0,0
EIF1AX-AS1,ENSG00000225037,GRCh38,chrX,20139968,20140444,hg19,20158086,20158562,0,0
EIF2S2P3,ENSG00000236493,GRCh38,chr10,92668745,92669743,hg19,94428502,94429500,0,0
EIF4EBP2P1,ENSG00000233711,GRCh38,chr20,43423196,43423538,hg19,42051836,42052178,0,0
EIF4EBP2P2,ENSG00000260282,GRCh38,chr15,42581156,42581488,hg19,42873354,42873686,0,0
EIF4HP2,ENSG00000237977,GRCh38,chr22,30902219,30902781,hg19,31298206,31298768,0,0
ENPP7P3,ENSG00000248618,GRCh38,chr3,130167790,130168030,hg19,129886633,129886873,0,0
EXOSC3P1,ENSG00000229007,GRCh38,chr21,32496812,32497311,hg19,33869122,33869621,0,0
F10-AS1,ENSG00000231882,GRCh38,chr13,113128155,113128880,hg19,113782469,113783194,0,0
F8A2,ENSG00000274791,GRCh38,chrX,155382115,155383230,hg19,154611764,154612879,0,0
F8A3,ENSG00000277150,GRCh38,chrX,155456914,155458672,hg19,154686575,154688333,0,0
FABP3P2,ENSG00000233259,GRCh38,chr13,42369259,42369657,hg19,42943395,42943793,0,0
FABP5P13,ENSG00000234958,GRCh38,chrX,523775,524102,hg19,484510,484837,0,0
FABP5P14,ENSG00000234588,GRCh38,chr2,216805737,216806129,hg19,217670460,217670852,0,0
FABP5P15,ENSG00000237106,GRCh38,chrX,77727867,77728080,hg19,76983344,76983557,0,0
FABP5P5,ENSG00000213716,GRCh38,chr5,95973041,95973446,hg19,95308745,95309150,0,0
FABP5P7,ENSG00000234964,GRCh38,chr11,59781318,59781722,hg19,59548791,59549195,0,0
FAM195DP,ENSG00000270920,GRCh38,chr1,185435839,185436047,hg19,185404971,185405179,0,0
FAM197Y1,ENSG00000224336,GRCh38,chrY,9544917,9547147,hg19,9382526,9384756,0,0
FAM197Y5,ENSG00000225516,GRCh38,chrY,9458613,9465974,hg19,9296222,9303583,0,0
FAM215A,ENSG00000267496,GRCh38,chr17,43917209,43917963,hg19,41994577,41995331,0,0
FAM215B,ENSG00000232300,GRCh38,chr17,46558830,46562795,hg19,44636196,44640161,0,0
FAM224A,ENSG00000233522,GRCh38,chrY,18326253,18353210,hg19,20488139,20515096,0,0
FAM224B,ENSG00000230663,GRCh38,chrY,17552800,17579754,hg19,19664680,19691634,0,0
FAM25E,ENSG00000231122,GRCh38,chr10,45815426,45817588,hg19,46310874,46313036,0,0
FAM32B,ENSG00000203416,GRCh38,chr22,17213728,17214155,hg19,17694618,17695045,0,0
FAM41AY1,ENSG00000224989,GRCh38,chrY,17500958,17515018,hg19,19612838,19626898,0,0
FAM41AY2,ENSG00000226362,GRCh38,chrY,18390994,18405046,hg19,20552880,20566932,0,0
FAM60DP,ENSG00000253488,GRCh38,chr8,23634876,23635507,hg19,23492389,23493020,0,0
FAM96AP2,ENSG00000224566,GRCh38,chr1,228114997,228115473,hg19,228302698,228303174,0,0
FBXO36P1,ENSG00000266117,GRCh38,chr17,68095068,68095757,hg19,66091209,66091898,0,0
FCF1P4,ENSG00000226112,GRCh38,chrX,111169221,111169403,hg19,110412449,110412631,0,0
FCF1P5,ENSG00000220392,GRCh38,chr6,111353702,111354183,hg19,111674905,111675386,0,0
FCF1P8,ENSG00000251111,GRCh38,chr4,55351812,55352408,hg19,56217979,56218575,0,0
FDPSP4,ENSG00000254793,GRCh38,chr15,42939310,42940358,hg19,43231508,43232556,0,0
FOXCUT,ENSG00000280916,GRCh38,chr6,1605531,1606079,hg19,1605766,1606314,0,0
FOXO1B,ENSG00000214295,GRCh38,chr5,181099140,181100666,hg19,180526140,180527666,0,0
FTH1P19,ENSG00000219186,GRCh38,chrX,37492021,37492548,hg19,37351274,37351801,0,0
FTLP16,ENSG00000229735,GRCh38,chrX,38484752,38485264,hg19,38344005,38344517,0,0
FTLP6,ENSG00000254984,GRCh38,chr11,66771246,66771667,hg19,66538717,66539138,0,0
FTLP8,ENSG00000232217,GRCh38,chr13,97986950,97987216,hg19,98639204,98639470,0,0
FXYD6P3,ENSG00000182707,GRCh38,chrX,73875068,73875635,hg19,73094903,73095470,0,0
GAGE12B,ENSG00000236737,GRCh38,chrX,49529869,49529985,hg19,49294472,49294588,0,0
GAMTP2,ENSG00000231910,GRCh38,chr13,34574204,34574666,hg19,35148341,35148803,0,0
GAPDHP17,ENSG00000229551,GRCh38,chrY,20861337,20862337,hg19,23023223,23024223,0,0
GAPDHP29,ENSG00000178596,GRCh38,chr1,94302038,94303022,hg19,94767594,94768578,0,0
GAPDHP45,ENSG00000228312,GRCh38,chr10,15093263,15093611,hg19,15135262,15135610,0,0
GAPDHP60,ENSG00000248180,GRCh38,chr4,87207092,87208086,hg19,88128244,88129238,0,0
GJA1P1,ENSG00000176857,GRCh38,chr5,109051315,109052457,hg19,108387016,108388158,0,0
GMFBP1,ENSG00000243495,GRCh38,chr3,100665050,100665476,hg19,100383894,100384320,0,0
GMPSP1,ENSG00000250471,GRCh38,chr4,8174421,8174999,hg19,8176148,8176726,0,0
GNAI2P1,ENSG00000255749,GRCh38,chr12,14254912,14255226,hg19,14407846,14408160,0,0
GNG10P1,ENSG00000234016,GRCh38,chr10,125960208,125960406,hg19,127648777,127648975,0,0
GNG5P1,ENSG00000213536,GRCh38,chr6,166240290,166240493,hg19,166653778,166653981,0,0
GNG5P5,ENSG00000234590,GRCh38,chr13,47307082,47307301,hg19,47881217,47881436,0,0
GOLGA6L11P,ENSG00000223698,GRCh38,chrY,24168187,24174494,hg19,26314334,26320641,0,0
GOLGA6L16P,ENSG00000197092,GRCh38,chrY,25495651,25501958,hg19,27641798,27648105,0,0
GPM6BP1,ENSG00000230458,GRCh38,chrY,18578417,18578560,hg19,20740303,20740446,0,0
GPM6BP2,ENSG00000236429,GRCh38,chrY,18741843,18741986,hg19,20903729,20903872,0,0
GPM6BP3,ENSG00000234121,GRCh38,chr22,16837522,16837666,hg19,17318412,17318556,0,0
GTF2F2P2,ENSG00000233910,GRCh38,chr1,40593633,40594353,hg19,41059305,41060025,0,0
GTF3AP2,ENSG00000258966,GRCh38,chr14,71044375,71044640,hg19,71511092,71511357,0,0
H2AFB3,ENSG00000277745,GRCh38,chrX,155459415,155460005,hg19,154689076,154689666,0,0
H2AFZP6,ENSG00000233733,GRCh38,chr22,31521199,31521592,hg19,31917185,31917578,0,0
H3F3AP1,ENSG00000259389,GRCh38,chr15,39951375,39951708,hg19,40243576,40243909,0,0
HCG23,ENSG00000228962,GRCh38,chr6,32390510,32393686,hg19,32358287,32361463,0,0
HDGFP1,ENSG00000227183,GRCh38,chrX,131646639,131646890,hg19,130780648,130780899,0,0
HIF1AP1,ENSG00000258978,GRCh38,chr14,75116426,75116600,hg19,75583129,75583303,0,0
HIGD1AP12,ENSG00000236012,GRCh38,chr1,111380291,111380571,hg19,111922913,111923193,0,0
HIGD1AP13,ENSG00000251019,GRCh38,chr4,78648954,78649242,hg19,79570108,79570396,0,0
HIGD1AP15,ENSG00000237005,GRCh38,chr20,10334419,10334698,hg19,10315067,10315346,0,0
HIGD1AP16,ENSG00000219608,GRCh38,chr20,35878476,35878733,hg19,34466398,34466655,0,0
HIGD1AP18,ENSG00000253952,GRCh38,chr8,77013751,77014028,hg19,77925987,77926264,0,0
HIGD1AP1,ENSG00000258016,GRCh38,chr12,53142053,53142327,hg19,53535837,53536111,0,0
HIGD1AP9,ENSG00000258104,GRCh38,chr12,49619334,49619612,hg19,50013117,50013395,0,0
HIST1H1PS1,ENSG00000216331,GRCh38,chr6,26195566,26195771,hg19,26195794,26195999,0,0
HIST1H2APS3,ENSG00000218281,GRCh38,chr6,26233122,26233255,hg19,26233350,26233483,0,0
HIST1H2BPS1,ENSG00000178762,GRCh38,chr6,25731782,25732091,hg19,25732010,25732319,0,0
HIST1H3PS1,ENSG00000220875,GRCh38,chr6,26321876,26322292,hg19,26322104,26322520,0,0
HIST1H4PS1,ENSG00000217862,GRCh38,chr6,27807075,27807339,hg19,27774853,27775117,0,0
HIST2H2AA3,ENSG00000203812,GRCh38,chr1,149842188,149842736,hg19,149813755,149814303,0,0
HIST2H2AA4,ENSG00000272196,GRCh38,chr1,149851061,149851624,hg19,149822628,149823191,0,0
HIST2H4A,ENSG00000270882,GRCh38,chr1,149832659,149839767,hg19,149804223,149811339,0,0
HIST2H4B,ENSG00000270276,GRCh38,chr1,149854045,149861210,hg19,149825607,149832776,0,0
HLA-N,ENSG00000224372,GRCh38,chr6,30351416,30351550,hg19,30319193,30319327,0,0
HLA-U,ENSG00000228078,GRCh38,chr6,29934101,29934286,hg19,29901878,29902063,0,0
HLA-Z,ENSG00000235301,GRCh38,chr6,32896416,32896490,hg19,32864193,32864267,0,0
HMGA1P2,ENSG00000248641,GRCh38,chr4,73098822,73099145,hg19,73964539,73964862,0,0
HMGA1P3,ENSG00000258011,GRCh38,chr12,110429959,110430282,hg19,110867764,110868087,0,0
HMGA1P4,ENSG00000234705,GRCh38,chr9,128663134,128663578,hg19,131425413,131425857,0,0
HMGA1P5,ENSG00000233313,GRCh38,chr10,75276376,75276646,hg19,77036134,77036404,0,0
HMGB1P20,ENSG00000219163,GRCh38,chr6,53235621,53236297,hg19,53100419,53101095,0,0
HMGB1P22,ENSG00000250721,GRCh38,chr5,125265528,125265651,hg19,124601221,124601344,0,0
HMGB1P23,ENSG00000253770,GRCh38,chr8,29218905,29219472,hg19,29076422,29076989,0,0
HMGB1P26,ENSG00000225984,GRCh38,chr1,229705234,229705861,hg19,229840981,229841608,0,0
HMGB1P44,ENSG00000248956,GRCh38,chr4,77963940,77964511,hg19,78885094,78885665,0,0
